dropout,loss,acc,mae,mse,val_loss,val_acc,val_mae,val_mse
0.0,0.01589111052453518,0.9959999918937683,0.20983654260635376,0.15419457852840424,0.08230848610401154,0.9779000282287598,0.21209123730659485,0.15698425471782684
0.1,0.030431214720010757,0.9901000261306763,0.21153362095355988,0.14870920777320862,0.07069235295057297,0.9779000282287598,0.20737195014953613,0.14472171664237976
0.2,0.03959451615810394,0.9869333505630493,0.22550277411937714,0.15861982107162476,0.07060374319553375,0.9782999753952026,0.224746435880661,0.1569327861070633
0.3,0.050504833459854126,0.9834666848182678,0.23112036287784576,0.16078932583332062,0.06948244571685791,0.9789999723434448,0.22732311487197876,0.15502062439918518
0.4,0.06185126677155495,0.9799666404724121,0.23444774746894836,0.1613118052482605,0.07445824891328812,0.9764999747276306,0.2250286191701889,0.15038639307022095
0.5,0.07824895530939102,0.9756333231925964,0.23369349539279938,0.15716418623924255,0.08197836577892303,0.9745000004768372,0.2271343320608139,0.1491796225309372
0.6,0.10131803900003433,0.9684333205223083,0.2349981814622879,0.15415219962596893,0.09055332094430923,0.9722999930381775,0.22476153075695038,0.14159463346004486
0.7,0.13595989346504211,0.9578166604042053,0.25828811526298523,0.1732424646615982,0.10767710208892822,0.9681000113487244,0.24761635065078735,0.15904201567173004
0.8,0.19933165609836578,0.9391666650772095,0.30190372467041016,0.21109136939048767,0.14427493512630463,0.955299973487854,0.29104700684547424,0.19617269933223724
0.9,0.4265294075012207,0.879883348941803,0.3173055350780487,0.21795153617858887,0.2813708782196045,0.9204999804496765,0.30038151144981384,0.198138028383255
